암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,개설일자,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,세계로약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31171,"충청남도 천안시 서북구 월봉로 93, (쌍용동)",577-6770,2011-11-08 00:00:00,127.1179193,36.7989793
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,세종메디칼약국,81,약국,340000,충남,340202,천안동남구,청당동,31202,"충청남도 천안시 동남구 풍세로 798, 108호 (청당동, 코르지아빌딩)",041-572-0567,2016-10-10 00:00:00,127.1427055,36.7806364
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,세종약국,81,약국,340000,충남,340202,천안동남구,신방동,31184,"충청남도 천안시 동남구 서부대로 276, 101호 (신방동)",041-579-3675,2013-08-12 00:00:00,127.1293072,36.7927026
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,세훈약국,81,약국,340000,충남,340201,천안서북구,불당동,31168,"충청남도 천안시 서북구 공원로 219, 1층 (불당동)",041-564-7004,2019-09-27 00:00:00,127.1036262,36.8001848
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,소망약국,81,약국,340000,충남,340201,천안서북구,불당동,31164,"충청남도 천안시 서북구 불당4로 53, 101호 (불당동)",569-6169,2005-04-14 00:00:00,127.1100531,36.806705
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE0ODEjNjEjJDEjJDQjJDgz,소망온누리약국,81,약국,340000,충남,340202,천안동남구,안서동,31066,"충청남도 천안시 동남구 각원사길 54, (안서동, 상명웰빙프라자)",041-554-3005,2005-08-11 00:00:00,127.1779107,36.8308147
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjODEjJDEjJDYjJDgz,솔약국,81,약국,340000,충남,340202,천안동남구,병천면,31254,"충청남도 천안시 동남구 병천면 아우내순대길 38, 1층",041-577-2800,2013-03-18 00:00:00,127.2990557,36.7609545
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,수약국,81,약국,340000,충남,340201,천안서북구,성정동,31110,"충청남도 천안시 서북구 성정공원7길 3, 1층 101-2호 (성정동)",041-522-9680,2011-04-06 00:00:00,127.1416821,36.8294229
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjODEjJDEjJDIjJDgz,수자인약국,81,약국,340000,충남,340202,천안동남구,풍세면,31217,"충청남도 천안시 동남구 풍세면 풍세산단로 290, 상가동 113호 (천안 한양수자인 에코시티)",041-556-6256,2024-12-24 00:00:00,127.1039466,36.7236944
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,수정약국,81,약국,340000,충남,340201,천안서북구,성환읍,31017,"충청남도 천안시 서북구 성환읍 성환1로 228-1, (성환읍)",041-581-3355,2017-03-23 00:00:00,127.1283274,36.9150624
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,순천당약국,81,약국,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 봉명4길 15, 102동 상가동 지하1, 1층 (봉명동, 봉명역센트럴시티아파트)",041-572-8661,2025-04-14 00:00:00,127.1361516,36.8053662
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,순천안약국,81,약국,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 봉명4길 15, 101동 상가동 34,35,36호 (봉명동, 봉명역센트럴시티아파트)",041-572-6634,2025-04-18 00:00:00,127.1361516,36.8053662
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz,스마일약국,81,약국,340000,충남,340202,천안동남구,신방동,31205,"충청남도 천안시 동남구 통정5로 68, 103호 (신방동)",041-574-6936,2018-06-01 00:00:00,127.1341757,36.7747712
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,시민약국,81,약국,340000,충남,340202,천안동남구,영성동,31131,"충청남도 천안시 동남구 미나릿길 32-1, (영성동, 시민약국)",041-551-3451,1973-06-08 00:00:00,127.150849,36.801137
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,신방약국,81,약국,340000,충남,340202,천안동남구,신방동,31206,"충청남도 천안시 동남구 풍세로 656, A동 1층 (신방동)",041-579-7580,2018-01-08 00:00:00,127.1349676,36.770424
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,신방종로약국,81,약국,340000,충남,340202,천안동남구,신방동,31176,"충청남도 천안시 동남구 서부대로 245, 신방동새말빌딩 1층 (신방동)",041-533-0825,2014-02-24 00:00:00,127.1285601,36.790077
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,신불당하나로약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 200, (불당동, 천안농협)",041-569-1234,2017-09-19 00:00:00,127.109134,36.8188843
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,신비약국,81,약국,340000,충남,340202,천안동남구,신부동,31118,"충청남도 천안시 동남구 터미널9길 25, (신부동, 신비할인마트)",041-565-2113,2004-06-07 00:00:00,127.1554666,36.823179
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,신세계약국,81,약국,340000,충남,340201,천안서북구,성정동,31141,"충청남도 천안시 서북구 성정로 97, (성정동)",041-571-1475,2008-07-10 00:00:00,127.1410337,36.8137852
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,쌍용청솔약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31173,"충청남도 천안시 서북구 불당대로 260, 2층 216-2호 (쌍용동)",041-577-4566,2021-10-01 00:00:00,127.1245364,36.799774
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,써니약국,81,약국,340000,충남,340201,천안서북구,성성동,31079,"충청남도 천안시 서북구 성성11길 53, 1층 (성성동)",041-415-1858,2026-01-14 00:00:00,127.1367754,36.8418602
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,아름약국,81,약국,340000,충남,340202,천안동남구,안서동,31116,"충청남도 천안시 동남구 망향로 189, 102호 (안서동)",041-565-3777,2022-10-21 00:00:00,127.1741104,36.840088
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,아우내약국,81,약국,340000,충남,340202,천안동남구,병천면,31254,"충청남도 천안시 동남구 병천면 아우내장터3길 4, (병천면)",041-564-1456,2016-12-19 00:00:00,127.2985574,36.7614281
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,아이미소약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 1, 103-2호 (불당동)",041-558-3351,2019-04-01 00:00:00,127.1069713,36.810453
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,아이행복약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 208, 111호 (불당동)",041-558-1044,2019-09-20 00:00:00,127.109416,36.8196153
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,야우리약국,81,약국,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 천안여상로 55, (봉명동)",041-415-0269,2025-04-30 00:00:00,127.1381812,36.8035073
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,약손약국,81,약국,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-18, (불당동)",041-569-3007,2020-01-23 00:00:00,127.1085045,36.8140496
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,에덴약국,81,약국,340000,충남,340201,천안서북구,성정동,31133,"충청남도 천안시 서북구 쌍용대로 293, (성정동)",041-579-5475,2011-01-03 00:00:00,127.1364962,36.8235807
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,엘림약국,81,약국,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수14로 56, 102호 (청당동)",041-555-6768,2015-05-04 00:00:00,127.1526084,36.7839278
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,연세약국,81,약국,340000,충남,340202,천안동남구,구성동,31194,"충청남도 천안시 동남구 청수로 138, (구성동)",041-558-0100,2009-07-01 00:00:00,127.1592755,36.7941586
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,열린약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 불당대로 269, 118,119호 (쌍용동)",041-571-7203,1995-10-02 00:00:00,127.1259425,36.800283
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,예진약국,81,약국,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 성정두정로 1, 롯데마트 성정점 3층 (성정동)",041-622-5001,2020-01-10 00:00:00,127.1400903,36.8262797
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,오단지약국,81,약국,340000,충남,340201,천안서북구,성정동,31146,"충청남도 천안시 서북구 성정로 82, (성정동)",041-574-2333,1983-08-13 00:00:00,127.1391883,36.8135316
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,온누리약국,81,약국,340000,충남,340201,천안서북구,두정동,31090,"충청남도 천안시 서북구 두정로 104, (두정동)",041-522-5620,2010-11-08 00:00:00,127.1283423,36.8337376
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,온누리영신약국,81,약국,340000,충남,340202,천안동남구,원성동,31187,"충청남도 천안시 동남구 고재20길 3, (원성동, 온누리약국)",041-567-7157,1993-03-10 00:00:00,127.1593415,36.8037284
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,온누리유명약국,81,약국,340000,충남,340202,천안동남구,구성동,31193,"충청남도 천안시 동남구 충절로 281, (구성동, 서울안과)",041-564-9700,2007-09-06 00:00:00,127.1603923,36.7939938
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,온사랑약국,81,약국,340000,충남,340202,천안동남구,신방동,31184,"충청남도 천안시 동남구 일봉로 8, 학산빌딩 1층 103호 (신방동)",041-579-6866,2019-11-29 00:00:00,127.1294022,36.7933496
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,올리브약국,81,약국,340000,충남,340201,천안서북구,성환읍,31019,"충청남도 천안시 서북구 성환읍 연암율금로 508, 103호",041-583-5490,2017-02-28 00:00:00,127.1341341,36.9111581
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,올바른온누리약국,81,약국,340000,충남,340201,천안서북구,직산읍,31037,"충청남도 천안시 서북구 직산읍 봉주로 64, 101호",041-414-3131,2023-03-21 00:00:00,127.1537593,36.8771042
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz,옵티마사과약국,81,약국,340000,충남,340202,천안동남구,신부동,31118,"충청남도 천안시 동남구 방죽안2길 1, (신부동)",041-561-8700,2016-02-26 00:00:00,127.1524783,36.8217882
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz,왕약국,81,약국,340000,충남,340201,천안서북구,입장면,31055,"충청남도 천안시 서북구 입장면 하장4길 8, (입장면)",041-585-5053,2008-03-17 00:00:00,127.2214691,36.914473
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,용암동아약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 132, 103호 (쌍용동)",041-574-5200,2015-02-16 00:00:00,127.1190893,36.8023638
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNzEjJDEjJDgjJDgz,용암약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 134, (쌍용동, 리치프라자)",070-4240-7098,2016-11-07 00:00:00,127.1191325,36.8025838
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjODEjJDEjJDIjJDgz,용약국,81,약국,340000,충남,340202,천안동남구,성황동,31128,"충청남도 천안시 동남구 대흥로 274, (성황동)",041-565-3798,1982-05-31 00:00:00,127.1491734,36.8122796
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjODEjJDEjJDYjJDgz,우리들약국,81,약국,340000,충남,340201,천안서북구,백석동,31097,"충청남도 천안시 서북구 한들3로 9, (백석동, 서울우리병원)",070-8806-4530,2017-08-04 00:00:00,127.1234641,36.8242886
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,우리아이약국,81,약국,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 50, 1층 104호 (신부동, 터미널프라자)",041-555-0103,2016-09-05 00:00:00,127.1576124,36.8186482
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,우리약국,81,약국,340000,충남,340201,천안서북구,성정동,31134,"충청남도 천안시 서북구 쌍용대로 318, (성정동)",041-592-5029,2014-02-05 00:00:00,127.1376959,36.8256132
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,우리정문약국,81,약국,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 천안여상로 53, 1, 2층 (봉명동)",041-415-1041,2025-04-09 00:00:00,127.138032,36.8036209
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz,우리집약국,81,약국,340000,충남,340201,천안서북구,직산읍,31031,"충청남도 천안시 서북구 직산읍 군수1길 1, (직산읍)",041-585-1145,2015-01-23 00:00:00,127.1370955,36.8939029
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,우정약국,81,약국,340000,충남,340201,천안서북구,백석동,31098,"충청남도 천안시 서북구 한들3로 30, 104a호 (백석동)",041-555-6209,2018-09-20 00:00:00,127.1238968,36.8265044
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,원마트약국,81,약국,340000,충남,340201,천안서북구,백석동,31094,"충청남도 천안시 서북구 음봉로 909-11, (백석동)",041-584-2234,1999-11-15 00:00:00,127.1062038,36.8250879
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,원앙약국,81,약국,340000,충남,340202,천안동남구,목천읍,31226,"충청남도 천안시 동남구 목천읍 삼성5길 19, (비호무도아카데미)",041-568-9311,2015-09-14 00:00:00,127.1745054,36.761015
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,위드유약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당34길 18, 1층 108호 (불당동)",041-555-6386,2018-07-26 00:00:00,127.1064318,36.8064529
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,윤약국,81,약국,340000,충남,340201,천안서북구,성성동,31086,"충청남도 천안시 서북구 번영로 465, 복지동 2층 (성성동)",041-599-4999,2013-06-25 00:00:00,127.1188281,36.8417602
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,윤정약국,81,약국,340000,충남,340202,천안동남구,신방동,31175,"충청남도 천안시 동남구 서부대로 293, (신방동)",041-415-2445,2022-08-17 00:00:00,127.1277962,36.7937223
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,은하수약국,81,약국,340000,충남,340201,천안서북구,성거읍,31045,"충청남도 천안시 서북구 성거읍 수청2길 21, 1층 102호",041-903-9646,2024-08-12 00:00:00,127.202261,36.8762726
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,이층약국,81,약국,340000,충남,340201,천안서북구,직산읍,31031,"충청남도 천안시 서북구 직산읍 천안대로 1732, (직산읍)",041-583-3525,1996-07-13 00:00:00,127.1374725,36.8935665
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,이튼약국,81,약국,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 28, 천안문빌딩 104호 (신부동)",041-566-5225,2006-06-28 00:00:00,127.1552443,36.8185466
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,이화약국,81,약국,340000,충남,340201,천안서북구,성성동,31078,"충청남도 천안시 서북구 성성9로 7, 1층 105호 (성성동)",041-555-5559,2019-02-14 00:00:00,127.1312324,36.8402188
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,일등약국,81,약국,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 봉명4길 15, 101동 상가동 38호 (봉명동, 봉명역센트럴시티아파트)",041-571-1178,2025-04-17 00:00:00,127.1361516,36.8053662
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,일등온누리약국,81,약국,340000,충남,340201,천안서북구,성거읍,31045,"충청남도 천안시 서북구 성거읍 성거길 103, 105호",041-577-8188,2015-06-01 00:00:00,127.2008218,36.8749309
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNjEjJDEjJDQjJDgz,입장메디칼약국,81,약국,340000,충남,340201,천안서북구,입장면,31055,"충청남도 천안시 서북구 입장면 입장로 130, (입장면)",041-584-1007,2004-04-30 00:00:00,127.2217748,36.9124348
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,입장백약국,81,약국,340000,충남,340201,천안서북구,입장면,31055,"충청남도 천안시 서북구 입장면 입장로 128, 1층",041-582-7540,2022-03-25 00:00:00,127.2221116,36.9124857
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,입장정든약국,81,약국,340000,충남,340201,천안서북구,입장면,31054,"충청남도 천안시 서북구 입장면 성진로 714, (입장면)",041-585-5502,2007-11-15 00:00:00,127.2103136,36.912663
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNzEjJDEjJDgjJDgz,입장제일약국,81,약국,340000,충남,340201,천안서북구,입장면,31055,"충청남도 천안시 서북구 입장면 입장로 141, (입장면)",041-584-6757,2003-06-24 00:00:00,127.2219238,36.9138893
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,자연을담은약국,81,약국,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 18, (불당동)",041-415-0155,2017-03-31 00:00:00,127.1080081,36.8115949
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,자인약국,81,약국,340000,충남,340201,천안서북구,두정동,31090,"충청남도 천안시 서북구 오성로 51, (두정동)",041-551-7137,2014-07-16 00:00:00,127.1330062,36.8305808
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,장수약국,81,약국,340000,충남,340202,천안동남구,병천면,31254,"충청남도 천안시 동남구 병천면 아우내장터3길 15, (병천면)",041-553-0758,2016-01-12 00:00:00,127.2973881,36.7615855
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,정다운온누리약국,81,약국,340000,충남,340202,천안동남구,신방동,31176,"충청남도 천안시 동남구 서부대로 285, 104호 (신방동)",574-5582,2010-04-27 00:00:00,127.1281705,36.7933555
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,정든약국,81,약국,340000,충남,340201,천안서북구,성환읍,31016,"충청남도 천안시 서북구 성환읍 성환2로 93, 영마트 1층",041-581-5572,2016-09-12 00:00:00,127.1320611,36.9155968
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,정문약국,81,약국,340000,충남,340202,천안동남구,안서동,31116,"충청남도 천안시 동남구 망향로 189, 정문약국 1층 (안서동)",041-561-6200,2018-05-30 00:00:00,127.1741104,36.840088
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,정약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31171,"충청남도 천안시 서북구 월봉로 89, (쌍용동)",041-576-5553,1999-01-19 00:00:00,127.1179468,36.7987149
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,조아약국,81,약국,340000,충남,340201,천안서북구,백석동,31087,"충청남도 천안시 서북구 삼성대로 20, 3층 (백석동)",041-564-2230,2012-12-04 00:00:00,127.1224038,36.838582
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjE0ODEjODEjJDEjJDIjJDgz,조약국,81,약국,340000,충남,340201,천안서북구,쌍용동,31173,"충청남도 천안시 서북구 불당대로 268, 1층 (쌍용동)",041-578-5818,2010-07-01 00:00:00,127.1256519,36.7998012
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,조은약국,81,약국,340000,충남,340202,천안동남구,봉명동,31145,"충청남도 천안시 동남구 봉정로 64, 1층 (봉명동)",041-558-1588,2003-06-16 00:00:00,127.1404908,36.8078126
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz,조인약국,81,약국,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 34, (신부동, 선진빌딩)",041-563-6363,1968-09-11 00:00:00,127.155899,36.8185993
