GRID_CD,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection,center_adm_cd,center_adm_nm,center_lon,center_lat,pop_2024_grid,pop_2026_est_int,households_2026_est_int,population_source_grid_count,facility_commerce__commercial_area__total,facility_commerce__commercial_area__market,facility_commerce__commercial_area__shoppingmall,facility_commerce__convstore__total,facility_commerce__convstore__편의점,facility_education__school_older__total,facility_education__school_older__고등학교,facility_education__school_older__중학교,facility_education__school_younger__total,facility_education__school_younger__유치원,facility_education__school_younger__초등학교,facility_education__school_younger__특수학교,facility_leisure__cultural_area__total,facility_leisure__cultural_area__cultural_facility,facility_leisure__cultural_area__library,facility_leisure__cultural_area__live_hall,facility_leisure__cultural_area__museum,facility_leisure__cultural_area__sportandresort,facility_leisure__cultural_area__theater,facility_leisure__park__total,facility_leisure__park__근린공원,facility_leisure__park__문화공원,facility_leisure__park__소공원,facility_leisure__park__수변공원,facility_leisure__park__어린이공원,facility_leisure__park__역사공원,facility_leisure__park__체육공원,facility_life__agency__total,facility_life__agency__시청구청,facility_life__agency__행정복지센터,facility_life__welfare_facilities_for_elderly__total,facility_life__welfare_facilities_for_elderly__노인복지시설,facility_medical__hospital__total,facility_medical__hospital__병원,facility_medical__hospital__보건소,facility_medical__hospital__보건지소,facility_medical__hospital__보건진료소,facility_medical__hospital__상급종합,facility_medical__hospital__요양병원,facility_medical__hospital__의원,facility_medical__hospital__정신병원,facility_medical__hospital__종합병원,facility_medical__hospital__치과병원,facility_medical__hospital__치과의원,facility_medical__hospital__한방병원,facility_medical__hospital__한의원,facility_medical__pharmacy__total,facility_medical__pharmacy__약국
G500_01469,230500.0,468500.0,231000.0,469000.0,230750.0,468750.0,500,center_in_cheonan,34011360,병천면,127.3446351658112,36.81691185995857,10.0,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01470,231000.0,468500.0,231500.0,469000.0,231250.0,468750.0,500,center_in_cheonan,34011360,병천면,127.35023889534862,36.81689548749959,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01471,231500.0,468500.0,232000.0,469000.0,231750.0,468750.0,500,center_in_cheonan,34011370,동면,127.35584262032341,36.81687885098286,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01472,232000.0,468500.0,232500.0,469000.0,232250.0,468750.0,500,center_in_cheonan,34011370,동면,127.36144634066255,36.81686195040905,55.0,34,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01473,232500.0,468500.0,233000.0,469000.0,232750.0,468750.0,500,center_in_cheonan,34011370,동면,127.36705005629305,36.81684478577884,23.0,15,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01474,209000.0,469000.0,209500.0,469500.0,209250.0,469250.0,500,center_in_cheonan,34012630,불당2동,127.10367759232108,36.821871610886355,6829.0,7126,2746,23,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01475,209500.0,469000.0,210000.0,469500.0,209750.0,469250.0,500,center_in_cheonan,34012630,불당2동,127.10928177748225,36.82186659258352,4413.0,4605,1774,25,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,1,1,1,3,3
G500_01476,210000.0,469000.0,210500.0,469500.0,210250.0,469250.0,500,center_in_cheonan,34012580,백석동,127.11488596121949,36.82186131016086,164.0,166,64,25,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01477,210500.0,469000.0,211000.0,469500.0,210750.0,469250.0,500,center_in_cheonan,34012580,백석동,127.12049014345976,36.82185576361864,5684.0,5795,2218,25,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,1,8,0,0,0,2,0,2,3,3
G500_01478,211000.0,469000.0,211500.0,469500.0,211250.0,469250.0,500,center_in_cheonan,34012580,백석동,127.12609432413002,36.82184995295705,2644.0,2697,1033,25,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1
G500_01479,211500.0,469000.0,212000.0,469500.0,211750.0,469250.0,500,center_in_cheonan,34012520,성정2동,127.13169850315731,36.821843878176345,3048.0,2734,1983,25,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
G500_01480,212000.0,469000.0,212500.0,469500.0,212250.0,469250.0,500,center_in_cheonan,34012520,성정2동,127.13730268046855,36.82183753927677,4025.0,3607,2620,25,0,0,0,8,8,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,3,3,3
G500_01481,212500.0,469000.0,213000.0,469500.0,212750.0,469250.0,500,center_in_cheonan,34012520,성정2동,127.14290685599074,36.821830936258564,4728.0,4238,3076,25,1,0,1,9,9,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01482,213000.0,469000.0,213500.0,469500.0,213250.0,469250.0,500,center_in_cheonan,34012520,성정2동,127.14851102965083,36.82182406912204,2269.0,1777,984,25,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01483,213500.0,469000.0,214000.0,469500.0,213750.0,469250.0,500,center_in_cheonan,34011590,신안동,127.15411520137584,36.82181693786744,5139.0,4013,2206,25,2,0,2,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,2,0,4,5,5
G500_01484,214000.0,469000.0,214500.0,469500.0,214250.0,469250.0,500,center_in_cheonan,34011590,신안동,127.15971937109276,36.821809542495075,4194.0,3274,1799,25,0,0,0,10,10,0,0,0,2,1,1,0,1,0,0,0,0,0,1,4,1,0,0,0,3,0,0,0,0,0,1,1,7,1,0,0,0,0,0,2,0,0,0,4,0,0,4,4
G500_01485,214500.0,469000.0,215000.0,469500.0,214750.0,469250.0,500,center_in_cheonan,34011590,신안동,127.16532353872852,36.821801883005236,167.0,130,71,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01486,215000.0,469000.0,215500.0,469500.0,215250.0,469250.0,500,center_in_cheonan,34011590,신안동,127.1709277042101,36.82179395939824,5.0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01487,215500.0,469000.0,216000.0,469500.0,215750.0,469250.0,500,center_in_cheonan,34011530,원성1동,127.17653186746453,36.82178577167442,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01488,216000.0,469000.0,216500.0,469500.0,216250.0,469250.0,500,center_in_cheonan,34011530,원성1동,127.18213602841877,36.8217773198341,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01489,216500.0,469000.0,217000.0,469500.0,216750.0,469250.0,500,center_in_cheonan,34011530,원성1동,127.18774018699976,36.82176860387762,86.0,77,41,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01490,217000.0,469000.0,217500.0,469500.0,217250.0,469250.0,500,center_in_cheonan,34011530,원성1동,127.19334434313451,36.82175962380535,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01491,217500.0,469000.0,218000.0,469500.0,217750.0,469250.0,500,center_in_cheonan,34011530,원성1동,127.19894849675003,36.82175037961765,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01492,218000.0,469000.0,218500.0,469500.0,218250.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.20455264777326,36.82174087131489,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01493,218500.0,469000.0,219000.0,469500.0,218750.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.21015679613119,36.82173109889748,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01494,219000.0,469000.0,219500.0,469500.0,219250.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.21576094175079,36.821721062365796,8.0,7,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01495,219500.0,469000.0,220000.0,469500.0,219750.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.22136508455907,36.82171076172026,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01496,220000.0,469000.0,220500.0,469500.0,220250.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.22696922448299,36.821700196961295,10.0,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01497,220500.0,469000.0,221000.0,469500.0,220750.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.23257336144955,36.821689368089324,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01498,221000.0,469000.0,221500.0,469500.0,221250.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.23817749538571,36.821678275104794,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01499,221500.0,469000.0,222000.0,469500.0,221750.0,469250.0,500,center_in_cheonan,34011110,목천읍,127.24378162621846,36.821666918008155,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01500,222000.0,469000.0,222500.0,469500.0,222250.0,469250.0,500,center_in_cheonan,34011330,북면,127.24938575387478,36.821655296799875,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01501,222500.0,469000.0,223000.0,469500.0,222750.0,469250.0,500,center_in_cheonan,34011330,북면,127.25498987828166,36.82164341148044,23.0,18,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01502,223000.0,469000.0,223500.0,469500.0,223250.0,469250.0,500,center_in_cheonan,34011330,북면,127.26059399936605,36.82163126205031,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01503,223500.0,469000.0,224000.0,469500.0,223750.0,469250.0,500,center_in_cheonan,34011330,북면,127.266198117055,36.82161884851,30.0,24,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01504,224000.0,469000.0,224500.0,469500.0,224250.0,469250.0,500,center_in_cheonan,34011330,북면,127.27180223127543,36.82160617086001,36.0,28,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01505,224500.0,469000.0,225000.0,469500.0,224750.0,469250.0,500,center_in_cheonan,34011330,북면,127.27740634195438,36.821593229100856,15.0,12,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01506,225000.0,469000.0,225500.0,469500.0,225250.0,469250.0,500,center_in_cheonan,34011330,북면,127.28301044901876,36.821580023233075,10.0,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01507,225500.0,469000.0,226000.0,469500.0,225750.0,469250.0,500,center_in_cheonan,34011330,북면,127.28861455239564,36.821566553257206,5.0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01508,226000.0,469000.0,226500.0,469500.0,226250.0,469250.0,500,center_in_cheonan,34011330,북면,127.29421865201193,36.82155281917379,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01509,226500.0,469000.0,227000.0,469500.0,226750.0,469250.0,500,center_in_cheonan,34011360,병천면,127.29982274779466,36.821538820983385,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01510,227000.0,469000.0,227500.0,469500.0,227250.0,469250.0,500,center_in_cheonan,34011360,병천면,127.30542683967082,36.82152455868658,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01511,227500.0,469000.0,228000.0,469500.0,227750.0,469250.0,500,center_in_cheonan,34011360,병천면,127.31103092756734,36.82151003228395,13.0,10,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01512,228000.0,469000.0,228500.0,469500.0,228250.0,469250.0,500,center_in_cheonan,34011360,병천면,127.31663501141126,36.82149524177609,21.0,16,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01513,228500.0,469000.0,229000.0,469500.0,228750.0,469250.0,500,center_in_cheonan,34011360,병천면,127.32223909112957,36.8214801871636,60.0,47,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01514,229000.0,469000.0,229500.0,469500.0,229250.0,469250.0,500,center_in_cheonan,34011360,병천면,127.32784316664922,36.8214648684471,52.0,40,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01515,229500.0,469000.0,230000.0,469500.0,229750.0,469250.0,500,center_in_cheonan,34011360,병천면,127.3334472378972,36.821449285627196,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01516,230000.0,469000.0,230500.0,469500.0,230250.0,469250.0,500,center_in_cheonan,34011360,병천면,127.33905130480052,36.82143343870457,5.0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01517,230500.0,469000.0,231000.0,469500.0,230750.0,469250.0,500,center_in_cheonan,34011360,병천면,127.34465536728615,36.821417327679804,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01518,231000.0,469000.0,231500.0,469500.0,231250.0,469250.0,500,center_in_cheonan,34011360,병천면,127.3502594252811,36.82140095255362,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01519,231500.0,469000.0,232000.0,469500.0,231750.0,469250.0,500,center_in_cheonan,34011360,병천면,127.35586347871232,36.82138431332664,0.0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01520,209000.0,469500.0,209500.0,470000.0,209250.0,469750.0,500,center_in_cheonan,34012580,백석동,127.10368367071717,36.826377149179976,432.0,447,172,23,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
G500_01521,209500.0,469500.0,210000.0,470000.0,209750.0,469750.0,500,center_in_cheonan,34012580,백석동,127.10928818443821,36.82637213005963,26.0,26,10,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01522,210000.0,469500.0,210500.0,470000.0,210250.0,469750.0,500,center_in_cheonan,34012580,백석동,127.114892696735,36.826366846776466,2961.0,3018,1157,25,0,0,0,4,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
G500_01523,210500.0,469500.0,211000.0,470000.0,210750.0,469750.0,500,center_in_cheonan,34012580,백석동,127.12049720753446,36.826361299330685,5294.0,5398,2067,25,0,0,0,3,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01524,211000.0,469500.0,211500.0,470000.0,211250.0,469750.0,500,center_in_cheonan,34012580,백석동,127.12610171676356,36.82635548772253,4063.0,4089,1673,25,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,5,1,0,0,0,0,0,1,0,0,0,2,1,0,2,2
G500_01525,211500.0,469500.0,212000.0,470000.0,211750.0,469750.0,500,center_in_cheonan,34012610,부성2동,127.13170622434929,36.826349411952215,4102.0,3975,2001,25,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,3,0,0,0,3,0,1,3,3
G500_01526,212000.0,469500.0,212500.0,470000.0,212250.0,469750.0,500,center_in_cheonan,34012520,성정2동,127.13731073021859,36.82634307202001,3888.0,3488,2528,25,1,0,1,16,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,5,29,1,0,0,0,0,0,18,1,0,1,5,1,2,9,9
G500_01527,212500.0,469500.0,213000.0,470000.0,212750.0,469750.0,500,center_in_cheonan,34012520,성정2동,127.14291523429841,36.82633646792617,3753.0,3364,2438,25,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,0,1,4,4
G500_01528,213000.0,469500.0,213500.0,470000.0,213250.0,469750.0,500,center_in_cheonan,34012520,성정2동,127.14851973651572,36.826329599670956,883.0,870,539,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01529,213500.0,469500.0,214000.0,470000.0,213750.0,469750.0,500,center_in_cheonan,34011590,신안동,127.15412423679751,36.826322467254656,4099.0,3594,1929,25,0,0,0,3,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01530,214000.0,469500.0,214500.0,470000.0,214250.0,469750.0,500,center_in_cheonan,34011590,신안동,127.15972873507071,36.82631507067756,3083.0,2406,1325,25,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01531,214500.0,469500.0,215000.0,470000.0,214750.0,469750.0,500,center_in_cheonan,34011590,신안동,127.1653332312623,36.82630740993997,167.0,130,70,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01532,215000.0,469500.0,215500.0,470000.0,215250.0,469750.0,500,center_in_cheonan,34011590,신안동,127.17093772529923,36.8262994850422,48.0,38,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01533,215500.0,469500.0,216000.0,470000.0,215750.0,469750.0,500,center_in_cheonan,34011590,신안동,127.17654221710848,36.82629129598457,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01534,216000.0,469500.0,216500.0,470000.0,216250.0,469750.0,500,center_in_cheonan,34011590,신안동,127.18214670661698,36.82628284276741,41.0,32,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01535,216500.0,469500.0,217000.0,470000.0,216750.0,469750.0,500,center_in_cheonan,34011590,신안동,127.1877511937517,36.82627412539108,942.0,736,405,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01536,217000.0,469500.0,217500.0,470000.0,217250.0,469750.0,500,center_in_cheonan,34011530,원성1동,127.19335567843963,36.826265143855935,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01537,217500.0,469500.0,218000.0,470000.0,217750.0,469750.0,500,center_in_cheonan,34011530,원성1동,127.19896016060771,36.82625589816233,5.0,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01538,218000.0,469500.0,218500.0,470000.0,218250.0,469750.0,500,center_in_cheonan,34011110,목천읍,127.20456464018294,36.82624638831065,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01539,218500.0,469500.0,219000.0,470000.0,218750.0,469750.0,500,center_in_cheonan,34011110,목천읍,127.21016911709225,36.82623661430128,10.0,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01540,219000.0,469500.0,219500.0,470000.0,219250.0,469750.0,500,center_in_cheonan,34011110,목천읍,127.2157735912626,36.82622657613462,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01541,219500.0,469500.0,220000.0,470000.0,219750.0,469750.0,500,center_in_cheonan,34011110,목천읍,127.22137806262097,36.82621627381109,0.0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G500_01542,220000.0,469500.0,220500.0,470000.0,220250.0,469750.0,500,center_in_cheonan,34011110,목천읍,127.22698253109431,36.8262057073311,294.0,261,135,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
